repeats,set,accuracy,precision,recall,f1,roc_auc,pr_auc
13,validation,0.6153846153846154,0.6,0.5,0.5454545454545454,0.625,0.6987194683423148
13,test,0.7543859649122807,0.7727272727272727,0.6538461538461539,0.7083333333333333,0.8408808933002482,0.7600730979619424
14,validation,0.4230769230769231,0.38461538461538464,0.4166666666666667,0.4,0.47619047619047616,0.5760480802761897
14,test,0.6140350877192983,0.5666666666666667,0.6538461538461539,0.6071428571428571,0.6129032258064516,0.6290652207499403
15,validation,0.7692307692307693,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8988095238095238,0.9084960479407076
15,test,0.6724137931034483,0.6060606060606061,0.7692307692307693,0.6779661016949152,0.7512019230769231,0.6837268617733674
16,validation,0.7692307692307693,0.875,0.5833333333333334,0.7000000000000001,0.8571428571428572,0.8077017782126141
16,test,0.5862068965517241,0.53125,0.6538461538461539,0.5862068965517242,0.6850961538461539,0.7004914554903006
17,validation,0.7307692307692307,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.7857142857142857,0.7736355262671053
17,test,0.7543859649122807,0.7619047619047619,0.64,0.6956521739130435,0.79625,0.8156481603361243
18,validation,0.7692307692307693,0.75,0.75,0.75,0.8154761904761905,0.842117255594423
18,test,0.8421052631578947,0.8148148148148148,0.8461538461538461,0.830188679245283,0.8808933002481389,0.8529900327012515
19,validation,0.6153846153846154,0.625,0.4166666666666667,0.5,0.6904761904761905,0.636225334120071
19,test,0.6140350877192983,0.6111111111111112,0.4230769230769231,0.5,0.576923076923077,0.5771975027634061
20,validation,0.8846153846153846,0.8,1.0,0.888888888888889,0.9404761904761904,0.9337648462648463
20,test,0.6896551724137931,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.7403846153846154,0.657036798295885
21,validation,0.8461538461538461,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8988095238095237,0.8942025567025569
21,test,0.5862068965517241,0.5333333333333333,0.6153846153846154,0.5714285714285715,0.6502403846153846,0.6069396350281956
22,validation,0.7692307692307693,0.875,0.5833333333333334,0.7000000000000001,0.8214285714285714,0.842988768954158
22,test,0.7894736842105263,0.782608695652174,0.72,0.7499999999999999,0.88,0.8625317377094757
23,validation,0.7307692307692307,0.6666666666666666,0.8333333333333334,0.7407407407407408,0.8690476190476191,0.88706322308296
23,test,0.7894736842105263,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8784119106699753,0.8677327780206373
24,validation,0.8076923076923077,0.8181818181818182,0.75,0.7826086956521738,0.8511904761904763,0.8493288509735878
24,test,0.5789473684210527,0.5454545454545454,0.46153846153846156,0.4999999999999999,0.6950992555831266,0.6722743155242408
25,validation,0.7692307692307693,0.6875,0.9166666666666666,0.7857142857142857,0.8839285714285714,0.8461720905799852
25,test,0.6724137931034483,0.6,0.8076923076923077,0.6885245901639345,0.7289663461538461,0.6660608670022002
26,validation,0.8461538461538461,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9107142857142858,0.9324289072354089
26,test,0.5517241379310345,0.5,0.6538461538461539,0.5666666666666668,0.671875,0.6959414662445085
27,validation,0.7692307692307693,0.8,0.6666666666666666,0.7272727272727272,0.875,0.883434535379195
27,test,0.8771929824561403,0.9090909090909091,0.8,0.8510638297872342,0.9325000000000001,0.9194677153868186
28,validation,0.8461538461538461,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.8690476190476191,0.8650841057091059
28,test,0.8070175438596491,0.7777777777777778,0.8076923076923077,0.7924528301886792,0.8436724565756824,0.8258562303780915
29,validation,0.8076923076923077,0.7692307692307693,0.8333333333333334,0.8,0.8214285714285714,0.7720200074979487
29,test,0.7894736842105263,0.75,0.8076923076923077,0.7777777777777779,0.879652605459057,0.8762904418454602
30,validation,0.7692307692307693,0.6875,0.9166666666666666,0.7857142857142857,0.8392857142857142,0.8348831145706145
30,test,0.7241379310344828,0.6785714285714286,0.7307692307692307,0.7037037037037038,0.764423076923077,0.7221594467921397
31,validation,0.8461538461538461,0.75,1.0,0.8571428571428571,0.8690476190476191,0.7789383070633071
31,test,0.6379310344827587,0.5675675675675675,0.8076923076923077,0.6666666666666666,0.7067307692307692,0.6921668023359372
32,validation,0.8846153846153846,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.9345238095238095,0.9345965133794083
