repeats,set,accuracy,precision,recall,f1,roc_auc,pr_auc
0,validation,0.8461538461538461,0.9,0.75,0.8181818181818182,0.9107142857142856,0.9313642275598798
0,test,0.6379310344827587,0.5862068965517241,0.6538461538461539,0.6181818181818182,0.6766826923076923,0.5652308214884272
1,validation,0.8461538461538461,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8511904761904762,0.8167840739172262
1,test,0.6379310344827587,0.5862068965517241,0.6538461538461539,0.6181818181818182,0.7427884615384615,0.6591051615820891
2,validation,0.8846153846153846,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.8511904761904762,0.6701379638879639
2,test,0.7894736842105263,0.76,0.76,0.76,0.9,0.8964111712005577
3,validation,0.6923076923076923,0.7,0.5833333333333334,0.6363636363636365,0.7574404761904762,0.6188904601733548
3,test,0.7719298245614035,0.8421052631578947,0.6153846153846154,0.7111111111111111,0.8067617866004962,0.785123081704921
4,validation,0.7692307692307693,0.8,0.6666666666666666,0.7272727272727272,0.8511904761904762,0.7766754215283628
4,test,0.631578947368421,0.6470588235294118,0.4230769230769231,0.5116279069767442,0.7667493796526055,0.7231197240854551
5,validation,0.8076923076923077,0.8181818181818182,0.75,0.7826086956521738,0.8690476190476191,0.8315022667963845
5,test,0.6379310344827587,0.6,0.5769230769230769,0.5882352941176471,0.6959134615384616,0.6114253266306039
6,validation,0.8461538461538461,1.0,0.6666666666666666,0.8,0.9166666666666667,0.9143679543495721
6,test,0.7068965517241379,0.7368421052631579,0.5384615384615384,0.6222222222222222,0.7019230769230769,0.68746912618083
7,validation,0.7692307692307693,0.875,0.5833333333333334,0.7000000000000001,0.8452380952380951,0.7967820374070375
7,test,0.7894736842105263,0.9333333333333333,0.56,0.7000000000000001,0.881875,0.8814089743695642
8,validation,0.8461538461538461,0.7857142857142857,0.9166666666666666,0.8461538461538461,0.8214285714285714,0.8061279461279462
8,test,0.7368421052631579,0.7391304347826086,0.6538461538461539,0.693877551020408,0.7878411910669976,0.7856670220361542
9,validation,0.8076923076923077,0.7692307692307693,0.8333333333333334,0.8,0.8392857142857143,0.7313554501054501
9,test,0.7017543859649122,0.6666666666666666,0.6923076923076923,0.6792452830188679,0.7642679900744416,0.6580662822374287
10,validation,0.6538461538461539,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.6904761904761905,0.7165691070625282
10,test,0.5862068965517241,0.5357142857142857,0.5769230769230769,0.5555555555555555,0.6538461538461537,0.5899577966998726
11,validation,0.6538461538461539,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.7678571428571429,0.7935348560251813
11,test,0.7068965517241379,0.68,0.6538461538461539,0.6666666666666666,0.7439903846153846,0.7665647123213536
12,validation,0.5,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.47619047619047616,0.5572828735096957
12,test,0.8771929824561403,0.8461538461538461,0.88,0.8627450980392156,0.9337500000000001,0.9375701568719462
13,validation,0.5769230769230769,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.6488095238095237,0.6691703094974901
13,test,0.7017543859649122,0.6363636363636364,0.8076923076923077,0.7118644067796609,0.8101736972704715,0.719214434071305
14,validation,0.5384615384615384,0.5,0.3333333333333333,0.4,0.5238095238095237,0.5710861839517277
14,test,0.5614035087719298,0.5238095238095238,0.4230769230769231,0.4680851063829788,0.5862282878411911,0.6028906152298819
15,validation,0.6923076923076923,0.6428571428571429,0.75,0.6923076923076924,0.7916666666666667,0.7470247237855597
15,test,0.6896551724137931,0.6333333333333333,0.7307692307692307,0.6785714285714285,0.7022235576923077,0.5724539499357719
16,validation,0.8076923076923077,0.8888888888888888,0.6666666666666666,0.761904761904762,0.8392857142857143,0.839465852130326
16,test,0.6896551724137931,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.7536057692307692,0.7236001227492566
17,validation,0.7307692307692307,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.7738095238095237,0.6757507639301119
17,test,0.7017543859649122,0.7222222222222222,0.52,0.6046511627906976,0.8574999999999999,0.8466625948456973
