repeats,set,accuracy,precision,recall,f1,roc_auc,pr_auc
0,validation,0.875,0.92,0.8846153846153846,0.9019607843137256,0.9601648351648351,0.9815693816188109
0,test,0.5212765957446809,0.5102040816326531,0.5434782608695652,0.5263157894736842,0.6120923913043479,0.6910641393135619
1,validation,0.825,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.8928571428571429,0.9464963466996665
1,test,0.5,0.4939759036144578,0.8913043478260869,0.6356589147286822,0.6807065217391305,0.7018292246516378
2,validation,0.85,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.9532967032967032,0.976317835532624
2,test,0.5638297872340425,0.5342465753424658,0.8478260869565217,0.6554621848739496,0.7993659420289855,0.8327915816963176
3,validation,0.85,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.9258241758241758,0.961937871769631
3,test,0.5957446808510638,0.58,0.6304347826086957,0.6041666666666666,0.6587409420289856,0.7159255048562643
4,validation,0.825,0.8518518518518519,0.8846153846153846,0.8679245283018868,0.8901098901098902,0.9474574790294212
4,test,0.425531914893617,0.4523809523809524,0.8260869565217391,0.5846153846153845,0.5919384057971014,0.6963943565374134
5,validation,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9258241758241759,0.9675971616292293
5,test,0.48936170212765956,0.4868421052631579,0.8043478260869565,0.6065573770491803,0.6039402173913044,0.6773883581923509
6,validation,0.825,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.9148351648351648,0.9562686685087675
6,test,0.5531914893617021,0.5256410256410257,0.8913043478260869,0.6612903225806452,0.6666666666666666,0.7445200821571668
7,validation,0.8,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.8901098901098902,0.9502372095389754
7,test,0.6595744680851063,0.6166666666666667,0.8043478260869565,0.6981132075471699,0.7803442028985508,0.8347578551492829
8,validation,0.9,0.8928571428571429,0.9615384615384616,0.9259259259259259,0.956043956043956,0.977104452761549
8,test,0.4574468085106383,0.47058823529411764,0.8695652173913043,0.6106870229007634,0.609375,0.701130112899077
9,validation,0.925,0.96,0.9230769230769231,0.9411764705882353,0.9423076923076923,0.9679984877371288
9,test,0.5319148936170213,0.5131578947368421,0.8478260869565217,0.639344262295082,0.6648550724637682,0.7081492796380707
