repeats,set,accuracy,precision,recall,f1,roc_auc,pr_auc
0,validation,0.825,0.9523809523809523,0.7692307692307693,0.8510638297872339,0.9162087912087913,0.9604195038599193
0,test,0.6595744680851063,0.6944444444444444,0.5434782608695652,0.6097560975609756,0.730072463768116,0.7858461680914486
1,validation,0.8,0.95,0.7307692307692307,0.8260869565217392,0.8873626373626373,0.9452227982654844
1,test,0.6382978723404256,0.6666666666666666,0.5217391304347826,0.5853658536585366,0.7169384057971014,0.7662042452147145
2,validation,0.8,1.0,0.6923076923076923,0.8181818181818181,0.9587912087912088,0.983099473211035
2,test,0.6914893617021277,0.7931034482758621,0.5,0.6133333333333334,0.7250905797101449,0.7816782851435151
3,validation,0.625,0.8666666666666667,0.5,0.6341463414634146,0.8708791208791209,0.9214537078110892
3,test,0.6276595744680851,0.6666666666666666,0.4782608695652174,0.5569620253164557,0.6997282608695652,0.7355020623987318
4,validation,0.825,0.9523809523809523,0.7692307692307693,0.8510638297872339,0.8777472527472527,0.9487610315254545
4,test,0.723404255319149,0.7941176470588235,0.5869565217391305,0.675,0.738677536231884,0.7966460646925806
5,validation,0.65,0.875,0.5384615384615384,0.6666666666666667,0.7912087912087913,0.8879684900870867
5,test,0.6276595744680851,0.6666666666666666,0.4782608695652174,0.5569620253164557,0.6666666666666667,0.7231937653517221
6,validation,0.825,0.9523809523809523,0.7692307692307693,0.8510638297872339,0.9423076923076923,0.9731881344932198
6,test,0.6702127659574468,0.7272727272727273,0.5217391304347826,0.6075949367088608,0.7255434782608696,0.7721576924636114
7,validation,0.725,0.8947368421052632,0.6538461538461539,0.7555555555555555,0.8434065934065935,0.9107374447574883
7,test,0.648936170212766,0.6857142857142857,0.5217391304347826,0.5925925925925927,0.7083333333333334,0.7485765160676611
8,validation,0.9,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9532967032967032,0.9747645791712032
8,test,0.648936170212766,0.7096774193548387,0.4782608695652174,0.5714285714285714,0.7092391304347826,0.7573198523886127
9,validation,0.875,0.92,0.8846153846153846,0.9019607843137256,0.9368131868131868,0.9691329623176402
9,test,0.6595744680851063,0.6944444444444444,0.5434782608695652,0.6097560975609756,0.7092391304347827,0.7575693730117696
